"","relevant","body","title","ID","date","url","source","duplicate"
"11","","CHENNAI: A vacation judge of the Madras High Court has directed the elementary school education authorities to maintain status quo in respect of the functioning of a government-aided private school in George Town.

Justice S Baskaran granted the injunction on Thursday while passing interim orders on a writ petition from the school by its correspondent T Subhashini, seeking to restrain the Director of Elementary Education, his subordinates and two other individuals, from meddling with the affairs of the school. The judge also issued notice to the officials, returnable by June 4.

According to advocate G Sankaran, there was a dispute over the ownership of the property of the N A P Middle School on Thyappa Mudali Street, which was established in 1890. A Madhan Kumar and M Ramani, claiming ownership of the property, had moved the courts, including the High Court, which had dismissed their pleas. The matter is pending before the Rent Control Court. They, however, managed to exert pressure on the elementary school authorities, who interfered with the functioning of the school.

Madhan Kumar had pasted notices on the walls of the building stating that the school would not function from June 1. When questioned, he told the petitioner that he did so on the direction of the Chief Educational Officer in Saidapet. Hence, the present petition to restrain the department officials as also the two individuals from interfering with the functioning of the school, Sankaran added.","Don't meddle with the affairs of aided school: Madras High Court","879391446","2018-06-01","http://www.newindianexpress.com/cities/chennai/2018/jun/02/dont-meddle-with-the-affairs-of-aided-school-madras-high-court-1822662.html","The New Indian Express",FALSE
"12","","Educational institutes The educational institutes were claiming benefits under the exemption -- For representation

The Brihanmumbai Municipal Corporation (BMC) has revoked its decision of property tax exemption for several educational institutions. The decision comes following the failure of these institutions to meet certain criteria set up by the civic administration last year. The institutions, that fell under charitable organisations, were claiming benefits under property tax waiver scheme.

In the last two weeks, the BMC's assessment and collection administration has issued notice to several well-known aided educational institutions ordering them to pay their property tax. The issued cropped-up during the standing committee meeting wherein the civic body's decision was criticised.

In January 2017, the BMC had issued a circular demanding for aided education institutions to submit documents to support criteria -- from concession in fee for economically backward students to holding special programmes for needy students. However, around 80 per cent aided schools failed to submit required documents following which the civic body decided to revoke the tax exemption.

Asif Zakaria, Congress corporator from Bandra and standing committee member said the BMC's action is against the law. ""These institutions are registered with Charity Commissioner as charitable organisations and they are entitled to get exemption from property tax under section 143 (1) (a) of the Mumbai Municipal Act 1966. The circular raises various questions on the ambit of the corporation and the charity commissioner.""

Zakaria was backed by Rais Shaikh, SP leader, who said it is unacceptable to cancel the exemption. Father Frazer Masceranhas, manager of St Stanislaus High School, said, ""There is already an economic burden on the school that we are struggling with. The cancelling of exemption will make things worse and we might have to shutdown. We appeal to the BMC to continue with the earlier exemption for property tax.""","BMC revokes property tax exemption from aided school","875017442","2018-05-26","http://www.dnaindia.com/mumbai/report-bmc-revokes-property-tax-exemption-from-aided-school-2618857","Daily News and Analysis (DNA) India",FALSE
"13","","CHENNAI: Twenty Four students of Shree G K Jain Higher Secondary School at Royapuram have been exempted by the Madras High Court from writing the Tamil exam during Standard X public examinations for the 2017-18 academic year. The petitioners had submitted that they had all undergone their primary education in Hindi medium.

A Division Bench of Justices C T Selvam and M V Muralidharan granted the exemption, while allowing a PIL from minor C Priya Singh and 23 other students of the school on January 30.

The PIL sought to quash the records of the Chief Educational Officer at Saidapet dated November 7, 2017, and the consequential order of the District Educational Officer (Chennai-East) dated November 11, and consequently to grant exemption from the implementation of Tamil Nadu Compulsory Tamil Learning Act, 2006.

Submitting that they had all undergone their primary education in Hindi medium, the petitioners said there were no Tamil-teaching teachers in the school till 2015. Only in 2016 they were appointed. The school, being an aided one and with Tamil teachers appointed only in 2016, they should be granted the exemption.","24 Royapuram aided school students get exemption from Tamil exam this year","810661135","2018-02-10","http://www.newindianexpress.com/states/tamil-nadu/2018/feb/11/24-royapuram-aided-school-students-get-exemption-from-tamil-exam-this-year-1771636.html","The New Indian Express",FALSE
"14","","Biplab Kumar Deb-headed Tripura Cabinet has reportedly given its nod to introduce the National Council of Educational Research and Training (NCERT) syllabus in all state-run and aided schools from the next academic session, beginning April 2019, reports India Today.

The process to introduce the NCERT syllabus to replace the State Council of Educational Research and Training (SCERT) syllabus is under operation by the Department of Education.

Education Minister Ratan Lal Nath was quoted as saying by India Today. ""The change in curriculum will take the state's education system to the national level,"" said Nath. He has also informed that almost 2 lakh new NCERT books were procured by the department.

The BJP-Indigenous People's Front of Tripura (IPFT) government had set up an expert committee for reviewing school syllabus after coming into power. The panel had recommended the adoption of the National Council of Educational Research and Training (NCERT) curriculum in schools run by the state.

Nath said that the government has decided to bring an ordinance to constitute a state-level higher education board in accordance with the directives of the Ministry of Human Resource Development.

""The MHRD may curtail outlay under the Rashtriya Uchchatar Shiksha Abhiyan (RUSA) if the board is not put in place,"" he said.","New Curriculum For New Tripura: Cabinet Gives Nod To NCERT Books In All State Run And Aided Schools","1029752118","2018-12-31","https://swarajyamag.com/insta/new-curriculum-for-new-tripura-cabinet-gives-nod-to-ncert-books-in-all-state-run-and-aided-schools","swarajyamag.com",FALSE
"16","","Minister for Education C. Ravindranath will hand over the PM Foundation's Prof. K.A. Jaleel Memorial Green Contest Awards to three schools, at a function to be held at Le Meridien here on December 23.

Government and aided schools won the awards this year, with KHM Higher Secondary School, Valakulam, Malappuram, walking away with the first prize which carries a cash award of ₹3 lakh and a plaque. K.V. UP School, Kallara, Thiruvananthapuram, that got the second prize will get ₹2 lakh and a plaque, while Udinur Higher Secondary School, Kasaragod, that won the third prize will get ₹1 lakh and a plaque.

The criteria for the award were the extent of green cover on the campus, measures taken to conserve soil, air, and water and the organisation of agriculture and environment-protection programmes.

Ten among the 50 schools that had applied for the awards were shortlisted by an expert committee, following which ground-level inspections were conducted to choose the best three, said A.P.M. Mohammed Hanish, managing director, Kochi Metro Rail Limited, and chairman of the foundation founded by entrepreneur P. Mohamed Ali.","Green contest awards for govt, aided schools","1023097722","2018-12-20","https://www.thehindu.com/news/cities/Kochi/green-contest-awards-for-govt-aided-schools/article25789970.ece","The Hindu",FALSE
"17","","Nagpur: A few private aided schools have started showing interest in giving out the midday meals (MDM) contract to women's self-help groups (SHG) so that logistical challenges can be taken care of by the outsourced vendor.

SHGs are already serving MDM to students at many schools run by the Nagpur Municipal Corporation (NMC). Though eager to outsource it to SHGs, schools do have apprehensions about accountability in the way the system will be run. TOI has learnt that the issue will be discussed in the principals' association meet in January.

A principal of an aided school told TOI on condition of anonymity that the idea of outsourcing was not a bad one considering the hassles schools have to deal with. ""We have to coordinate with the officials who deal with MDM and maintain records of each and every transaction plus students fed. One of the office staff is continuously engaged in this operation only, so one would feel that it's best to hand outsource this operation,"" the principal said.

TOI has been told many schools are being urged by MDM officials to select SHG as their vendors. The principal, added "" I hope the money and raw materials are properly accounted for. Pilferage can happen very easily with the school not being directly involved.""

The current set up for aided schools is such that schools get rice directly from the government. The rice sacks are delivered every month straight to the campus from Food Corporation of India (FCI) godowns, with no monetary exchange happening between schools and FCI. The quantity of rice sacks to be delivered is conveyed by the school to the education department, which then informs FCI about it. This is the only part of the purchasing process that is common for both urban and rural schools.

Vegetables, pulses and other cooking materials have to be purchased by urban schools which then get reimbursed within two or three months. In rural areas, schools have to simply pick up the ingredients from designated shops and the education department takes care of the payment.

Almost all rural schools have cultivated kitchen gardens and use fresh vegetables in their MDM. Apart from SHG, even NGO Akshay Patra is providing MDM to certain schools as pilot project.","Aided schools may outsource MDM work to women SHGs - Times of India","1022645191","2018-12-20","https://timesofindia.indiatimes.com/city/nagpur/aided-schools-may-outsource-mdm-work-to-women-shgs/articleshow/67168742.cms","The Times of India",FALSE
"18","","V Narayanasamy said that Kiran Bedi's recommendation to scrap the funds in a phased manner has caused embarrassment to the government.

Puducherry Chief Minister V Narayanasamy on Thursday criticised Lieutenant Governor Kiran Bedi for declining to approve the release of funds for aided schools, saying she has no authority in such matters, The Hindu.

Narayanasamy said that his government had sent a file to Bedi seeking her approval to release funds to 35 aided schools in the Union Territory. Bedi, however, returned the file recommending that the government scrap the release of funds to the schools in a phased manner.

""Such a sudden stand on the part of the lieutenant governor causes embarrassment [to the government],"" Narayanasamy told reporters, according to PTI. ""The lieutenant governor has no authority to question the pattern of grants and also has no right to interfere and direct slashing of grants in a phased manner as done now,"" he said.

Narayanasamy said the government had framed guidelines to release grants to privately-managed aided schools and the rate of grants was fixed in 1957. He said that the funds enable such school managements to pay salaries of teachers and pension for retired staff.

The chief minister termed Bedi's move ""utterly unjustified"", adding that the directions to stop funds to such schools will affect around 27,000 students.

A total of Rs 44 crore had been approved for aided schools in the Budget tabled in the Assembly. This included Rs 2.92 crore as subsidy towards salaries to teachers and Rs 58 lakh as pension for retired staff.

Narayanasamy has often accused Bedi of overstepping her constitutional role in the Union Territory of Puducherry. In July, Narayanasamy said his government was struggling to carry out its routine administration because of hurdles caused by the Centre and the lieutenant governor.

On April 28, Bedi had issued an order that said distribution of free rice to villagers in the Union territory will be made ""conditional to the certification that the village is open defecation free and free of strewn garbage and plastics"". After it triggered criticism from Opposition parties and several people on social media, she suspended it.","Lieutenant governor refusing to approve release of funds for aided schools, claims Puducherry CM","1007187637","2018-11-30","https://scroll.in/latest/904016/lieutenant-governor-refusing-to-approve-release-of-funds-for-aided-schools-claims-puducherry-cm","Scroll.in",FALSE
"19","","The decision is likely to benefit 30,000 teaching and non-teaching staff of such schools and put an additional burden of Rs 275 crore on the exchequer.

The Maharashtra government announced on Wednesday that financial grants will be given to unaided and partially-aided schools too, apart from aided institutions.

The decision is likely to benefit 30,000 teaching and non-teaching staff of such schools and put an additional burden of Rs 275 crore on the exchequer.

Education Minister Vinod Tawde made the announcement in the Legislative Council after Chief Minister Devendra Fadnavis held a meeting with legislators representing teachers and graduates constituencies at the Vidhan Bhavan.

""In the next two months, the administrative procedure will be completed and a budgetary provision will be made in coming Budget session,"" Tawde said.

According to the minister, the schools which will benefit are those which are unaided but eligible for grants, and those which are getting 20 percent grants at present.An official from the Education Department said that unaided-but-eligible schools will get 20 percent grants. Those getting 20 percent grants now will get additional 20 percent grants.","Maharashtra govt to give grants to unaided, partially-aided schools","1006033191","2018-11-29","https://www.moneycontrol.com/news/india/maharashtra-govt-to-give-grants-to-unaided-partially-aided-schools-3232051.html","MoneyControl",FALSE
"20","","Mumbai, Nov 28 (PTI) The Maharashtra government announced Wednesday that financial grants will be given to unaided and partially-aided schools too, apart from aided institutions.

The decision is likely to benefit 30,000 teaching and non-teaching staff of such schools and put an additional burden of Rs 275 crore on the exchequer.

Education Minister Vinod Tawde made the announcement in the Legislative Council after Chief Minister Devendra Fadnavis held a meeting with legislators representing teachers and graduates constituencies at the Vidhan Bhavan.

""In the next two months, the administrative procedure will be completed and a budgetary provision will be made in coming Budget session,"" Tawde said.

According to the minister, the schools which will benefit are those which are unaided but eligible for grants, and those which are getting 20 per cent grants at present.

An official from the Education Department said that unaided-but-eligible schools will get 20 per cent grants. Those getting 20 per cent grants now will get additional 20 per cent grants.","Maha Govt to Give Grants to Unaided, Partially-aided Schools | LatestLY","1005697337","2018-11-28","https://www.latestly.com/agency-news/maha-govt-to-give-grants-to-unaided-partially-aided-schools-511734.html","Latestly",FALSE
"21","","Mumbai: The Bombay High Court recently held that the Brihanmumbai Municipal Corporation (BMC) has no direct control on the functioning of private-aided schools by merely performing certain duties and exercising powers over such schools in the city. The HC accordingly ruled that no employee of such schools can make any claims against the civic body for the payment of gratuity.

A single-judge bench of Justice Suresh Gupte said, ""Merely because the BMC performs certain duties and exercises certain powers under a regulatory framework of law vis-a-vis private primary aided schools and provides grant in aid to such schools, it cannot be said that it has ultimate control over the affairs of these schools.""

""The civic body does not qualify as an employer vis-a-vis any employee of such school including both teaching and non-teaching staff. No employee of such schools may have a claim against the BMC, under the Payment of Gratuity Act,"" Justice Gupte ruled. In other words, to have a successful claim against MCGM, the claimant teacher on the staff of a private primary aided school must show that the school, in which he or she was working, was under the ultimate control of MCGM over its affairs, the judge observed.

The bench further said that such an employee may have a claim only against the school, i.e. his or her employer and not the corporation. The significant ruling comes in response to an appeal filed by the BMC challenging the ex-parte orders of an Industrial Court asking the civic body to pay Rs 10 lakh to Vrunda Kulkarni, a retired teacher of a private primary aided school.

While quashing the orders of the Industrial court, Justice Gupte said, ""Though these orders are set aside in the present order, it will have to be clarified that Kulkarni will be entitled to make a claim for payment of gratuity against the school, who was in real term her employer.""","Employees of private-aided schools cannot seek gratuity from BMC, says Bombay High Court | Free Press Journal","925998656","2018-08-16","http://www.freepressjournal.in/mumbai/employees-of-private-aided-schools-cannot-seek-gratuity-from-bmc-says-bombay-high-court/1336370","Free Press Journal",FALSE
"22","","The Government Aided School Teachers and Employees Federation on Thursday staged a sit-in on the premises of the Directorate of School Education demanding immediate disbursal of salaries pending for five months.

Federation secretary A. Martin Kennedy said the teachers and employees of 32 aided schools, who were supposed to get their salaries on the last working day of every month, had not been paid till July.

The employees were badly in need of money to meet the educational expenses of their wards and had been forced to borrow from money lenders, he said.

Pensioners had been struggling to buy medicines. Although repeated representations had been made to the authorities concerned, they had failed to evoke any response, Mr. Kennedy added.","Teachers, staff of aided schools protest","918221505","2018-08-03","https://www.thehindu.com/news/cities/puducherry/teachers-staff-of-aided-schools-protest/article24589121.ece","The Hindu",FALSE
"23","","MUMBAI: After almost 40 years, the education department is likely to review the fee structure of aided schools and junior colleges in the state. Following complaints from a Pune-based parents' organization, the education commissioner has written to the department recommending the structure be updated.

System Correction Movement (SYSCOM) had complained to the education department that aided schools and junior colleges were overcharging students on the pretext that their fee structure was outdated and they were unable to make ends meet. ""Many institutes, especially junior colleges, charge students very high fees in spite of being aided. Students have to pay between Rs 2,000 and Rs 10,000,"" said Vaishali Bafna, director, SYSCOM.

According to responses sought under the Right to Information Act by SYSCOM, the fee structure was last determined in 1978. While fees per annum for classes V to X in the Mumbai region are between Rs 75 and Rs 140, for junior college, they are in the range of Rs 150 and Rs 375.

Education commissioner Vishal Solanki told TOI, ""We understand that the fees haven't been revised in a long time. We felt the complaints from parents were genuine and hence, recommended to state officials to review the fee structure and take into account inflation as well."" He has recently written a letter in this reagrd to the joint secretary of the education department.

SYSCOM has proposed that the fees could be set at Rs 600 per annum for students in the arts and commerce stream and Rs 900 for science students. ""There needs to be uniformity in the fees. Once the government revises the fees, junior colleges will not be able to overcharge,"" said Bafna.

School and junior college authorities in the city are on the same page as well. ""Fees certainly need to be reviewed every five years at least,"" said the viceprincipal of a junior college.

Uday Nare, a teacher at Hansraj Morarji Public School in Andheri, said, ""If the government decides on a fee structure that makes it viable for schools to function, along with the grants from the state, there will be no reason why schools will need to ask students to pay more.""","Maharashtra likely to update fees of aided schools, junior colleges - Times of India","917539284","2018-08-02","https://timesofindia.indiatimes.com/city/mumbai/maharashtra-likely-to-update-fees-of-aided-schools-junior-colleges/articleshow/65236809.cms","The Times of India",FALSE
