"","relevant","body","title","ID","date","url","source","duplicate"
"3853","","The Government Lower Primary School at Olakara in the district celebrated the International Day for Older Persons with a

variety of programmes on Monday. The event titled, 'Vardhakya Puranam 2018' pulled in senior citizens from Olakara and neighbouring regions.

The participants fell back on nostalgic memories of their youthful days when they played a musical chair. They shared memories of their salad days as children and youngsters watched them with curiosity.

The school's parent-teacher association (PTA) and children joined hands with the teachers in organising the unique event. Tirurangadi block panchayat president Abdul Kalam inaugurated the programme.

All participants were given a free body checkup and medicines at the function. The organisers felicitated them with shawls.

M.K. Sreebiju, senior dermatologist from Government Medical College, Manjeri, led a class for the participants. Peruvallur panchayat Pariraksha convener Abdul Gafoor too led a session. PTA president Sayed Mohammed presided. Headmaster N. Velayudhan welcomed the gathering.","Day of elders at primary school in Malappuram","959025683","2018-10-01","https://www.thehindu.com/news/national/kerala/day-of-elders-at-primary-school-in-malappuram/article25099871.ece","The Hindu",FALSE
"3854","","The Tehrik-e-Taliban Pakistan and Jamatul Ahrar have claimed responsibility for bombing the school.

A boys' primary school was blown up on Sunday by the Taliban in Pakistan's restive northwest tribal region bordering Afghanistan. It was the only school in Chitral district's Arandu village, a remote area in Khyber Pakhtunkhwa.

The attack, carried out through bombs planted around the boundary wall, has demolished two rooms and partially damaged the main building, police said.

A senior police officer said that 80 to 90 students are enrolled in the school. No one was injured as the school was closed due to Sunday.

The Tehrik-e-Taliban Pakistan and Jamatul Ahrar have claimed responsibility for bombing the school. The Taliban militants have attacked hundreds of schools in northwestern Pakistan in the past.

According to security officials, the school is situated at Dogam area where a girls' primary school was attacked in the recent past.

Educational institutions are often attacked by terrorists in Pakistan.Last month, 12 schools, half of them all-girls', had been burnt down by unidentified militants in coordinated attacks in the restive Gilgit-Baltistan, triggering protest by local residents who sought safety for educational institutions.","Terror group bombs primary boys' school in Pakistan, no students injured","958281746","2018-09-30","https://www.moneycontrol.com/news/world/pakistan-terror-group-bombs-primary-boys-school-in-pakistan-no-students-injured-3001311.html","MoneyControl",FALSE
"3855","","The attack, carried out through bombs planted around the boundary wall, has demolished two rooms and partially damaged the main building, police said. No one was injured as the school was closed due to Sunday.

A boys' primary school was blown up on Sunday by the Taliban in Pakistan's restive northwest tribal region bordering Afghanistan. It was the only school in Chitral district's Arandu village, a remote area in Khyber Pakhtunkhwa.

The attack, carried out through bombs planted around the boundary wall, has demolished two rooms and partially damaged the main building, police said. A senior police officer said that 80 to 90 students are enrolled in the school. No one was injured as the school was closed due to Sunday.

The Tehrik-e-Taliban Pakistan and Jamatul Ahrar have claimed responsibility for bombing the school. The Taliban militants have attacked hundreds of schools in northwestern Pakistan in the past. According to security officials, the school is situated in Dogam area where a girls' primary school was attacked in the recent past.

Educational institutions are often attacked by terrorists in Pakistan. Last month, 12 schools, half of them all-girls', had been burnt down by unidentified militants in coordinated attacks in the restive Gilgit-Baltistan, triggering protest by local residents who sought safety for educational institutions. According to a report, about 1,500 schools have been destroyed in Pakistan's tribal belt in 10 years.

Must Watch EXPERT EXPLAINS: Making aadhaar mandatory for government schemes is still a bad idea Unpacking the Aadhaar verdict: Can you ask private companies to delete your data? An expert explains. Express Eye for Detail: Unpacking Supreme Court verdicts on aadhaar, adultery, Sabarimala and the other big stories of the week Apple iPhone XS Max and price of power","Primary school blown up in Pakistan, Taliban claims responsibility","958169265","2018-09-30","https://indianexpress.com/article/pakistan/pakistan-school-blast-taliban-5380367/","The Indian Express",FALSE
"3856","","It was the only school in Chitral district's Arandu village, a remote area in Khyber Pakhtunkhwa.

The attack, carried out through bombs planted around the boundary wall, has demolished two rooms and partially damaged the main building, police said.

A senior police officer said that 80 to 90 students are enrolled in the school. No one was injured as the school was closed due to Sunday.

The Tehrik-e-Taliban Pakistan and Jamatul Ahrar have claimed responsibility for bombing the school. The Taliban militants have attacked hundreds of schools in northwestern Pakistan in the past.

According to security officials, the school is situated at Dogam area where a girls' primary school was attacked in the recent past.

Educational institutions are often attacked by terrorists in Pakistan.

Last month, 12 schools, half of them all-girls', had been burnt down by unidentified militants in coordinated attacks in the restive Gilgit-Baltistan, triggering protest by local residents who sought safety for educational institutions.

According to a report, about 1,500 schools have been destroyed in Pakistan's tribal belt in 10 years.","Boys' primary school blown up in Pakistan","958115750","2018-09-30","https://www.business-standard.com/article/pti-stories/boys-primary-school-blown-up-in-pakistan-118093000375_1.html","Business Standard",FALSE
"3857","","Peshawar: A boys' primary school was blown up on Sunday by the Taliban in Pakistan's restive northwest tribal region bordering Afghanistan.

It was the only school in Chitral district's Arandu village, a remote area in Khyber Pakhtunkhwa.

The attack, carried out through bombs planted around the boundary wall, has demolished two rooms and partially damaged the main building, police said. A senior police officer said 80 to 90 students are enrolled in the school. No one was injured as the school was closed due to Sunday.

The Tehrik-e-Taliban Pakistan and Jamatul Ahrar have claimed responsibility for bombing the school. The Taliban militants have attacked hundreds of schools in northwestern Pakistan in the past. According to security officials, the school is situated at Dogam area where a girls' primary school was attacked in the recent past.

Educational institutions are often attacked by terrorists in Pakistan. Last month, 12 schools, half of them all-girls', had been burnt down by unidentified militants in coordinated attacks in the restive Gilgit-Baltistan, triggering protest by local residents who sought safety for educational institutions. According to a report, about 1,500 schools have been destroyed in Pakistan's tribal belt in 10 years.","Boys' Primary School Blown Up in Pakistan, No Deaths Reported","958108563","2018-09-30","https://www.news18.com/news/world/boys-primary-school-blown-up-in-pakistan-no-deaths-reported-1893847.html","News18",FALSE
"3858","","The Global Educational Robots Market research report 2018 provides a holistic vision of the worldwide market also estimates the current industry state, demands, and the business strategies implemented by market players.

The Educational Robots report studied market growth elements, manufacturing technologies, constraint, and contemporary market trends. It also explores opportunities as well as challenges for novice and well-established players in the industry.

Request for Sample of Global Educational Robots Market Research Report at : https://www.marketresearchexplore.com/report/global-educational-robots-market-study-2015-2025/164445#enquiry

Educational Robots market is controlled by these major players:

The Educational Robots report firstly en-lightens the overview with market definition in a precise and straightforward manner. The Educational Robots market is segmented on basis of types, applications, and regions.

Educational Robots Market segregated into Regions as follows :

The report contains the following aspects of Educational Robots market:

Educational Robots market related database is gathered by using many effective inquisitive tools such as feasibility analyses, a study of market attractiveness, and predictable investment returns estimation. The expert analyst team had comprehended the outcome of analytical methods to evince the exact portrayal of the Educational Robots market. The report will assist to implement future winning strategies during the period 2018 to 2023.

For More Detailed Information regarding Companies, Types and Applications visit : https://www.marketresearchexplore.com/report/global-educational-robots-market-study-2015-2025/164445

Browse Educational Robots Market Report at @ https://www.marketresearchexplore.com/report/global-educational-robots-market-study-2015-2025/164445

If you have any customized requirement need to be added regarding Educational Robots , we will be happy to include this to enrich the final study.

Ask our Industry Experts @: sales@marketresearchexplore.com","Global Educational Robots Market 2018 : Leading Companies Primary School, Secondary School","955268836","2018-09-26","https://ittechherald.com/2018/09/26/global-educational-robots-market-2018-leading-companies-primary-school-secondary-school/","ittechherald.com",FALSE
"3859","","Coimbatore: Thanks to a local NGO, the Corporation Primary School in Selvapuram is all set to become a smart school.

Aram Foundation Charitable Trust has installed a smart classroom at the school and also has decided to train teachers in the new methods of teaching. The project was inaugurated on Monday.

In the new method of teaching, syllabus from Classes I to V will be made digital and be displayed using a projector. For this, a computer and a projector have been installed in a classroom, where students will be taken to in two batches throughout the week and trained using smart class methods, managing trustee of the NGO Latha Sundaram said.

Students will be taught using the method from October 3, when the school reopens, headmistress S Suganya told TOI. ""The NGO has also promised to appoint two teachers to conduct special training,"" she said.

The project also aims to help teachers identify children with issues such as autism, learning disabilities and also to identify children, who are going through physical, emotional or sexual abuses and offer special attention to them, said Sundaram. ""The project aims to develop emotional intelligence. Emotional quotient cards will be recorded to track and assess students' emotional intelligence. Hands-on activities to make students understand the basic concepts of science and mathematics will also be taught.""

The project is supported by Propel Industries Private Limited.

The school has 262 students and eight teachers. ""This was a long-pending dream. It has come true,"" Suganya added.","Corpn primary school in Selvapuram to get a smart makeover from October - Times of India","953877282","2018-09-24","https://timesofindia.indiatimes.com/city/coimbatore/corpn-primary-school-in-selvapuram-to-get-a-smart-makeover-from-october/articleshow/65941150.cms","The Times of India",FALSE
"3860","","AMBALA: The Ambala district administration has finally started fixing the waterlogging problem of Government Primary School of Block II in Bakra Market area of Ambala Cantonment. Presently the school is in a sorry state, where nearly 160 students, studying in primary classes, along with teachers and workers are facing inconveniences from the past sometime. The department has started the procedure of leveling the gallery of this school, where a large amount of water gets logged, and most probably in next three-four months, the gallery will be levelled with cement chequered tiles to completely fix the problem of waterlogging.

In the rainy season, the school is facing the problem of water-logging and one of the class III students had also received some injuries on the head after slipping due to the wetland. Now the authorities have started to put the soil and concrete debris to stuff the low level of the gallery of the primary school to raise its level so that the water does not get logged here.

Ravinder Singh, Block Education Officer, Block II, Ambala, said, ""We had written to the senior officials about the problem of this school and now they have started the development works at the school. In next few months, the problem will be completely fixed here and the concrete chequered tiles will be installed here after leveling the gallery area. As the work has been initiated and it will be completed as soon as possible keeping the weather conditions in view.""

Karamjit Kaur, Principal, Government Primary School, Bakra Market, Ambala Cantonment said, ""We have nearly 160 students of primary classes I-V who are facing inconveniences due to the filthy situation of this school. We do not allow the students to leave the classrooms without any reason, and the students are told to be careful while walking in the school premises to avoid any injuries. The facility of mid-day meal, milk is provided timely to the students. Apart from the waterlogging problem, we are also facing some problems to store the water in the school premises, and we need to promptly store the freshwater when supply comes. The washrooms of the school also need some improvement.""","Admn starts fixing waterlogging problem of Government Primary School in Ambala Cantonment - Times of India","952436237","2018-09-22","https://timesofindia.indiatimes.com/city/chandigarh/admn-starts-fixing-waterlogging-problem-of-government-primary-school-in-ambala-cantonment/articleshow/65913892.cms","The Times of India",FALSE
"3861","","Mysuru, September 17:- The members of Karnataka State Government Primary School Attenders' Association staged protest in front of Zilla Panchayat here alleging that they have not been paid minimum salary even after 10 years of the government fixing minimum salary policy.

The protesters alleged that the government is not paying the minimum salaries and also demanded pension for the retired attenders.

State secretary M Maheshkumar, Machamma, Padmavathy and others were present. (KS, NGB)","Govt Primary School attenders demand minimum wages - Mysuru Today","948343573","2018-09-17","https://citytoday.news/govt-primary-school-attenders-demand-minimum-wages/","Mysuru Today",FALSE
"3862","","AMBALA: The Government Primary School of Block-II of Ambala in Bakra Market area of Ambala Cantonment is in a sorry state, with the students, teachers, and workers of the school facing inconveniences from the past some time. The department, meanwhile, has failed to resolve the problem of waterlogging in the school.

The region is facing rain continuously from past some days, and there is no proper arrangement of draining the waterlogged school premises. On Friday one of the students of class III even received some injuries after he slipped due to the wetland.

Earlier in the month of August, the district elementary education officer (DEEO) Ravinder Chaudhary and Block-II education officer (BEO) Ravinder Singh had also visited this school to inspect the ground situation. The education department is well aware of the problem at this school, but that no action has been taken to resolve this issue. The DEEO had assured the school management of fixing this problem at the earliest.

The school management blames Municipal Corporation (MC) and Railways Department for this condition of the school, as the local passerby who go towards the railway lines have demolished a wall adjacent to school and they have made it a passage. The school got the wall repaired multiple times, but the passersby demolished the wall and made the passage again. The wall is adjacent to the entry of the school and the MC has neither removed the filth from the school nor have they developed the wall, and not even the railway is ready to develop the wall.

TOI tried contacting the concerned DEEO and BEO of this areas multiple times, but they did not respond.

A local non-governmental organisation had also given a memorandum to the deputy commissioner (DC) earlier in the August month regarding the same problem, but no satisfactory action has been taken since then.

DC Sharandeep Kaur Brar has assured that she will look into the matter at the earliest.","Ambala: Government Primary School in deep waters - Times of India","942076988","2018-09-08","https://timesofindia.indiatimes.com/city/chandigarh/ambala-government-primary-school-in-deep-waters/articleshow/65733081.cms","The Times of India",FALSE
"3863","","Round Table India is a pan India club of young entrepreneurs seeking to contribute voluntarily for improvement of educational infrastructure particularly for the underprivileged section of the country with the motto of 'Freedom Through Education'.

Significantly, the Mohanbari Hindu Gaon Prathamik Vidyalaya has been adopted by Dibrugarh Round Table.

Dibrugarh Round Table got itself chartered on Sunday. Setting an ambience conducive for proper learning at Mohanbari Hindu Gaon Prathamik Vidyalaya through electrification, providing ceiling fans, desks and benches, school bags, pictorial images, bookshelves, wall clock, black boards etc., was the first activity of the newly-formed Dibrugarh Round Table.

The volunteers of Dibrugarh Round Table also facilitated plantation of saplings within the premises of the school. The school building was also painted.

The renovated school was inaugurated on Monday by Dhruv Dalmia, the national president of Round Table India in the presence of Dhiraj Golyan, area chairman of Round Table India, Nalin Khemani, chairman of Dibrugarh Round Table and several other members of Round Table India.

In an interaction with the media, Tombu Das, Headmaster of the school said that teaching as also learning for the children was not easy, especially during the scorching summer as the school was not connected with electricity for fans to be used. But with the facelift, Assistant Teacher Khiru Saikia told newsmen that children are excited and willing to sit for hours at end for learning.","Dilapidated primary school gets facelift","939153817","2018-09-04","http://www.assamtribune.com/scripts/detailsnew.asp?id=sep0518%2Fstate057","Assam Tribune",FALSE
"3864","","London, Sep 4: A fire broke out in a primary school in London's Dagenham and 12 fire engines and around 80 fire fighters are trying to douse the flames, London Fire Brigade said early on Tuesday. No injuries have been reported so far in the fire that broke out on Hewett Road.

London Fire Brigade said,''Twelve fire engines and around 80 firefighters have been called to a fire at a primary school in Hewett Road in Dagenham, East London.''

Also Read | Fire breaks out in Delhi's Doordarshan Bhawan

Metropolitan Police said they received calls shortly after 5am today.

The school is one of the biggest primaries in the UK with 517 children on the register aged from three to 11 years old. The capacity is 510 and it has a good Ofsted rating.","UK: Fire breaks out at primary school in Dagenham","938635032","2018-09-04","https://www.oneindia.com/international/uk-fire-breaks-out-at-primary-school-in-dagenham-2768977.html","Oneindia",FALSE
"3865","","No injuries have been reported so far in the fire that broke out on Hewett Road.

A fire broke out in a primary school in London's Dagenham and 12 fire engines and around 80 fire fighters are trying to douse the flames, London Fire Brigade said early on Tuesday. No injuries have been reported so far in the fire that broke out on Hewett Road.

More details awaited.

Start your day the best way with the Express Morning Briefing","London: Fire breaks out at primary school in Dagenham","938589518","2018-09-04","https://indianexpress.com/article/world/london-fire-dagenham-primary-school-5338589/","The Indian Express",FALSE
"3866","","MUMBAI: The Maharashtra government has decided to provide 600 grams of skimmed milk powder as health supplement to each primary school student for three months as part of a pilot project.

A government resolution issued today by the School Education and Sports department stated that each student of Classes I to VIII would be given three packets, of 200 grams each, of skimmed milk powder over three months.

It said that a committee headed by the additional chief secretary, School Education department will monitor the scheme while the director, primary education would the coordinating officer.

The pilot project would, however, not include schools in Mumbai as they are already covered by a Central government nutrition programme, it added.

As per the Economic Survey of Maharashtra for 2017-18, the state has 1.18 crore students studying in 1,06,527 primary schools (Std I to Std VIII).

It said that schools will give out these packets in the presence of the management committee on a designated day called ""skimmed milk powder distribution day"".

On this day, schools are also expected to teach parents how to make milk out of the skimmed powder so that they can feed it to their children.

The GR noted that the pilot project was decided upon after observing the surplus production of milk in Maharashtra.

The state government had announced the inclusion of milk or milk powder in the school nutrition scheme in the Legislative Assembly on July 10.

It had also studied the ""ksheera bhagya yojana"" in neighbouring Karnataka.

The ksheera bhagya is a programme of distributing milk to school and anganawadi children by the Karnataka government in collaboration with dairy unions and the state's Department of Primary and Secondary Education and Department of Women and Child Development.","Maharashtra to provide skimmed milk powder to primary school students - Times of India","930984706","2018-08-24","https://timesofindia.indiatimes.com/home/education/news/maha-to-provide-skimmed-milk-powder-to-primary-school-students/articleshow/65525572.cms","The Times of India",FALSE
